OBJECTID,NAME,CODE,AREA,GRID_REF,EASTING,NORTHING,LATITUDE,LONGITUDE,NAME0,STATUS,ID,FILE,AREA0,EASTING0,NORTHING0,GIS_DATE,VERSION,Shape__Area,Shape__Length,GlobalID
614,Severn Estuary,UK11081,17600.5254932,ST624986,362447.8569,198692.0837,51:41:08N,2:33:19W,,Listed,0,,0.111123331307407,338571.931557,175895.093555,20151214,1,1111.23332595825,198.645177739863,b37b30f0-3f80-466b-9824-431e17d26f71
615,New Forest,UK11047,27997.5879802,SU270072,427049.976663,107251.769408,50:52:09N,1:37:01W,,Listed,0,,19505.6558577,431057.5745,105290.3038,20060112,1,195056558.576839,229176.887957663,7ceb73dc-9f84-4806-83ae-22db1a457d00
616,New Forest,UK11047,27997.5879802,SU270072,427049.976663,107251.769408,50:52:09N,1:37:01W,,Listed,0,,8486.75955976,421886.882748,113178.410919,20060112,1,84867595.5977058,137431.52424462,56b1bb26-c930-4252-bd35-508548de2123
617,New Forest,UK11047,27997.5879802,SU270072,427049.976663,107251.769408,50:52:09N,1:37:01W,,Listed,0,,2.60322004761764,416086.262712,111732.539645,20060112,1,26032.2004852295,879.101227612476,d33e1689-02a7-4a48-8787-7ed299f5b01b
618,New Forest,UK11047,27997.5879802,SU270072,427049.976663,107251.769408,50:52:09N,1:37:01W,,Listed,0,,2.56934266140874,416143.8378,109812.9576,20060112,1,25693.426651001,1472.3391785386,271f6ac6-2cf4-452a-89f6-fe17ab41e71f
619,Lindisfarne,UK11036,3715.96084964,NU105416,410593.876313,641638.154991,55:40:05N,1:50:00W,,Listed,0,,3715.96084964,410593.876313,641638.154991,20190521,1,37159608.4962006,78039.6718730321,ca72a6c0-f816-4155-a401-f44780813cc7
620,Minsmere-Walberswick,UK11044,1995.83744624,TM471733,647163.3098,273304.4849,52:18:07N,1:37:25E,,Listed,0,,1124.76775341,647163.3098,273304.4849,20181017,1,11247677.5333557,45316.8162258995,6cd336d3-39e3-4053-94cf-dd71ef9ca88c
621,Minsmere-Walberswick,UK11044,1995.83744624,TM471733,647163.3098,273304.4849,52:18:07N,1:37:25E,,Listed,0,,818.81925791711,646342.314166,267708.430843,20181017,1,8188192.57913208,30157.0417258837,a2859ad5-7937-4e7f-9539-a0dae79aa16e
622,Minsmere-Walberswick,UK11044,1995.83744624,TM471733,647163.3098,273304.4849,52:18:07N,1:37:25E,,Listed,0,,29.5013667247395,646460.171076,276818.950988,20181017,1,295013.667373657,3432.08264532435,47c547a0-862a-450e-bcd9-28a2f66c2aba
623,Minsmere-Walberswick,UK11044,1995.83744624,TM471733,647163.3098,273304.4849,52:18:07N,1:37:25E,,Listed,0,,22.7490681906444,644733.579977,271326.140814,20181017,1,227490.681915283,2389.29435228781,4536a4e8-3257-451b-8116-cffef8447079
624,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,327.353882775432,456770.082034,526516.287795,20231208,1,3273538.82778931,21587.4067397258,74573850-d152-4fa4-b9b8-9ecb14f5cdd5
625,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,209.984718776421,452913.620679,526004.412367,20231208,1,2099847.1882782,6153.39088022801,3dbdc6b4-80d8-4a79-aa15-4ac340c2efca
626,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,142.866012616997,453763.921724,528076.833191,20231208,1,1428660.12669373,9050.73088110587,5b265fb5-ccd5-4f22-95c5-492324d0d32d
627,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,121.325203741972,450439.4596,525232.5145,20231208,1,1213252.03712463,8908.09498619796,dd55313d-be1d-4663-8920-50dffa896884
628,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,104.008378785439,449500.4568,536327.5155,20231208,1,1040083.78944397,19389.6313446503,a198a242-9a79-4763-b02e-ab6daae47aea
629,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,96.8579976119408,452895.41798,528149.535752,20231208,1,968579.976409912,4384.46746123587,c88ce9f9-d06b-430d-9a42-902cf134b39a
630,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,52.914466109035,450493.338025,522496.813321,20231208,1,529144.661193848,3461.51349172498,809fc0bf-a263-4adf-9251-6aaa15a64772
631,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,34.3750018399933,449132.631913,523238.531013,20231208,1,343750.018264771,2982.64129569652,56dd8ee7-9d85-4fe4-9841-0e8eb53371b1
632,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,31.6094991647486,451311.478101,523067.799076,20231208,1,316094.991546631,2552.18225547223,07bfd5ad-ea2a-4f91-9f7b-b92251c7eeb3
633,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,25.8434224957839,451622.3853,525732.7042,20231208,1,258434.224853516,3818.27157206981,d4270a72-f710-4903-b187-90259596f8d5
634,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,24.4746963000474,461124.036446,525209.530789,20231208,1,244746.96295166,5762.4187380096,13d9fadf-bb80-4b61-87d7-286200a1860a
635,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,20.1503715610147,452421.306494,521934.253331,20231208,1,201503.715652466,4759.46078466008,4506a562-cde9-4ac2-8d3f-ae5f418fee08
636,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,13.0878294678947,450925.135218,522883.514566,20231208,1,130878.294647217,1544.21056622019,bc05eb7a-8567-4096-a655-be0c69ae818b
637,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,9.99669607822427,460485.603052,525907.802499,20231208,1,99966.9607543945,2209.79936382157,624b0891-96d6-4ad5-aafb-42df36e1f823
638,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,9.82741786657166,451739.788063,525183.205112,20231208,1,98274.1787261963,1388.47742803279,e7596c9b-0fed-41cc-b181-80186ef4bb08
639,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,6.87381560155923,460245.2497,526019.3008,20231208,1,68738.1561889648,4799.11908908229,532ce715-3c45-4155-a492-fcb1c81aaded
640,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,3.04654463011317,461508.654825,525445.822255,20231208,1,30465.4462585449,1936.94686452857,447a6a03-95f3-4e08-81e8-22bae2102214
641,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,2.56630899901616,452986.42037,533471.488291,20231208,1,25663.08984375,1511.18218638071,fb843a3b-f3f8-4c4e-a893-a69062beebec
642,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.87511552987452,461412.272983,526314.792256,20231208,1,18751.1560516357,1819.86301054863,9e0e9503-c4f0-42a4-9a6a-76f0d9a4a144
643,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.41938490373958,456209.094914,527869.241609,20231208,1,14193.8488922119,659.562745141068,c9da362a-837a-4c2a-898f-091f56a57f73
644,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.37028911391932,461432.749399,526239.283885,20231208,1,13702.8907928467,1586.50500527451,428f22a9-2ca6-4455-921d-3b919be35baa
645,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.36927540038654,461063.705314,526206.482367,20231208,1,13692.7537078857,1048.78967433727,8f15bc1d-deed-46df-9819-63e81ea29253
646,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.35492064092024,456515.496092,527648.241095,20231208,1,13549.2066192627,796.124299427227,d4c1fda6-3fc1-4972-9cac-4e60b093afed
647,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,1.28046722141919,461307.988586,525491.125577,20231208,1,12804.6720123291,1446.56052226171,dfe131fd-3eb8-4e5f-b613-b5be772d1d94
648,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.999337628247153,456808.133931,527382.963533,20231208,1,9993.37648010254,652.369096275889,c362acff-2380-4a5a-91f3-0da8763f7e36
649,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.894137206621189,461411.435349,525482.483093,20231208,1,8941.37214660645,1283.47590693233,85ad71a1-4bc0-493c-93d0-ae8ddb78a714
650,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.855360421499539,461126.924929,525704.679919,20231208,1,8553.60406494141,712.609662965095,656bf668-cd1d-4cbc-8b51-7248440d1742
651,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.821031921392205,461097.022021,526164.220869,20231208,1,8210.31942749023,580.895760784783,4366d7c5-f2a6-4555-8a7a-39be9a3c5dc6
652,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.634421455628446,458233.666598,526067.630954,20231208,1,6344.21446228027,458.511434701219,2ca7bbe0-b74e-4065-846f-a6124732e283
653,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.309021319997044,461390.949858,526173.56906,20231208,1,3090.21334838867,373.502531318233,7af4f82f-2c0c-42be-bf05-52ec775d6ff4
654,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.291486506139798,461141.237722,525347.70727,20231208,1,2914.8649597168,278.093897460681,7ad213e7-9f05-4c06-be31-3aa264864cca
655,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.281560523434351,461073.804999,525749.04294,20231208,1,2815.60514831543,589.512888248819,33d958cb-9533-43fe-8dd4-98045dee34f1
656,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.23059805172819,461233.826553,526196.491688,20231208,1,2305.98046875,352.469876827709,34771d1f-5201-457d-aaaf-551e93cc8594
657,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.224824414265708,459871.510786,525931.056371,20231208,1,2248.24420166016,239.166730917277,a5f7ddb0-7d50-45b1-8813-d33a47bb8e31
658,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.178755998499663,461011.918765,526080.175685,20231208,1,1787.56002807617,210.515369306458,34e0de0b-af2d-4ef3-b85f-6a4ff48f12e1
659,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.146465498000108,461092.64421,526109.083119,20231208,1,1464.65498352051,217.340149079106,7e44320f-92f2-40f8-a9fc-fb91092238b7
660,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.142345229736646,461140.752979,525669.158074,20231208,1,1423.4524230957,224.130125378311,a40ae167-f128-4769-8443-d6cb0256a044
661,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.139895799999959,460851.713968,526031.485981,20231208,1,1398.95790100098,160.65366123741,1d52c056-69dd-4799-9720-365e2ba332fa
662,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.122618102143747,451941.310807,532806.445622,20231208,1,1226.18095397949,161.210365017114,d03124a1-c723-4b6f-a1c7-8a13238e556f
663,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.098506606001394,461390.131826,526149.655994,20231208,1,985.066146850586,212.55342399563,e90025d9-73ec-4a5c-b31f-89d40f929ffe
664,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.085356552514669,459915.445439,525892.419694,20231208,1,853.565399169922,254.36563101009,b4a74723-13db-45f7-84d6-bdf4471cb368
665,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.083893000499257,460860.102007,526078.519962,20231208,1,838.93000793457,159.875190970097,c8856674-a142-4838-814b-232140438093
666,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.081869488103136,460953.07101,525947.326915,20231208,1,818.694808959961,132.674184220781,8ff80e96-157d-4bf8-8069-d53079940a05
667,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.069187999499614,461076.036612,526041.516266,20231208,1,691.879943847656,120.344952716129,c6abe1e0-2a6c-4b23-923a-8f4bea1bd4ae
668,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.054938046241145,461074.417021,525333.948643,20231208,1,549.380340576172,113.477079679422,1c4437fd-4393-42de-b844-700d05a2e2db
669,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.053486000174065,460659.134963,525812.485578,20231208,1,534.860076904297,124.816398056239,046b95fa-9e95-47e1-a4a9-6af3b571001f
670,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.049344555424215,461575.119725,525222.188975,20231208,1,493.44563293457,269.499036355972,056659ec-3eec-47ea-92f4-55d0d043efa7
671,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.047745268586507,461380.302579,525359.426339,20231208,1,477.45263671875,151.943339234709,9d2cd791-c0e7-49a7-996b-ffb1b5e410f6
672,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.046798843736693,460879.243871,526127.234522,20231208,1,467.988403320313,97.1504289434051,9602db65-2aee-4b66-ab6f-67d512c8f131
673,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.045522499999509,460797.063767,525976.150904,20231208,1,455.224975585938,156.188516284767,da80f480-7bd2-497d-b1d1-356649f5f9c1
674,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.042599163866316,460755.173548,525893.472641,20231208,1,425.991683959961,120.215810532136,7e80c54f-ff53-4e62-ad25-1a33fbe02c47
675,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.039418874195625,461629.212966,525420.634585,20231208,1,394.188629150391,155.521253879876,a61130a6-fddd-4eaa-8b20-4869c96ec6c9
676,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.037967413499993,460703.897929,525918.025303,20231208,1,379.674133300781,106.972195189231,f4507bcf-2d9c-4345-bf43-43b737e71101
677,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.033605749999757,459977.875196,525884.95997,20231208,1,336.057571411133,107.146768725938,480d1d70-e052-4581-b886-da487e3afc5c
678,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.030906958998826,460672.612608,525837.584243,20231208,1,309.069717407227,83.7495577417507,baed8d94-b6f9-4ecd-8e19-57cd8af4f1f8
679,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.030236009637053,460540.538794,525687.146846,20231208,1,302.360107421875,110.861413064147,b09ccc74-a618-4815-843f-6463418422a3
680,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.028978973540943,460730.94819,525844.616063,20231208,1,289.789749145508,83.9270431758214,f3b13c5e-e934-4435-a779-6a36a5a96226
681,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.027226000000039,460741.858818,525946.063121,20231208,1,272.260070800781,91.4849427906979,88524356-00e1-423a-8864-2cf940b306fa
682,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.025487530502756,460868.535924,526164.188769,20231208,1,254.875396728516,86.240640378295,2be858a0-d3b4-4412-a2c6-45fce969b5ba
683,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.022019221937497,460993.324674,525976.36979,20231208,1,220.192169189453,68.7912355525121,0a7812a5-4a72-42fc-a186-a929144ecf19
684,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.021324583391037,460759.717933,525869.742942,20231208,1,213.245834350586,69.4283742893833,a02f6bb5-ff01-45e7-8f83-802c9002f78b
685,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.02060873367669,460498.4616,525673.621498,20231208,1,206.087356567383,66.9742826805923,aa42ee6d-5c23-49d1-b281-2fba5960a011
686,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.01953950399972,461481.438628,526205.36506,20231208,1,195.395050048828,85.3577812045264,71f2aa14-84fa-4c78-ab92-0c46eb80771a
687,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.018869123815534,461756.756535,525491.611362,20231208,1,188.691223144531,88.9834151120678,c60fc3b6-a06d-423f-af23-f9b80b32fde8
688,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.018406499999418,459994.113128,525912.847685,20231208,1,184.064880371094,77.2706308593982,e2d70935-de7b-4786-9a18-89c01cd4bb14
689,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.018187499999329,461138.351229,525764.811512,20231208,1,181.874923706055,75.913022439466,2869096d-d980-43b8-add9-ff015b521ae1
690,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.017961499500383,460700.375396,525832.188478,20231208,1,179.614959716797,73.3501996804924,5087448b-8e91-44ad-9e60-3e2eb7f22038
691,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.017534318522058,461433.375,525256.1978,20231208,1,175.343078613281,104.079448885304,4ad0019f-9aca-4469-b817-d0869e64dd70
692,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.016941009999049,459957.972997,525914.266622,20231208,1,169.410079956055,59.3946108790716,b1983f1a-cbd1-4788-acd6-85df278f9bb8
693,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.016897265101327,459972.380314,525773.804817,20231208,1,168.97265625,104.509432735963,c08ddb6d-0b7e-4669-b34e-c77874fd89c1
694,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.016096581438261,460668.912275,525858.533372,20231208,1,160.965850830078,71.4925079291773,3c0be427-c01d-473d-98a2-3c88462067f2
695,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.015391250000161,460937.295122,526066.941092,20231208,1,153.912582397461,51.7818115294662,065c8577-4ac7-476f-89ed-975f35994f9d
696,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.015303506000088,460562.009885,525784.257658,20231208,1,153.03498840332,71.9070024260304,3ef3305d-6c7f-4482-8ffd-30bbe19bf5e6
697,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.015280601557676,461878.16924,525543.483245,20231208,1,152.805938720703,68.9777968962008,be6553f8-7556-433f-847b-51f8e1b67ee6
698,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.014680861000411,460496.543711,525774.649507,20231208,1,146.808624267578,73.0187704701582,9248dceb-a0b5-48ac-a254-3eb41adf5b4e
699,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.014377453586486,460464.609033,525668.89143,20231208,1,143.77458190918,54.1651176705914,f73ca3bd-1779-4f11-a196-1923b894eec7
700,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.014114988850785,461607.674296,525073.821839,20231208,1,141.14990234375,57.4694803029908,675ca1ad-4c3b-46bc-95ef-449604dd240f
701,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.014041494328997,461851.180065,525509.186231,20231208,1,140.414978027344,56.6545509472011,6fc065bb-3cc3-48c6-8423-e93a3b009563
702,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.013840437563234,461855.018513,525526.740231,20231208,1,138.404388427734,59.7584664804983,aecfbf2d-ced9-4f77-a4d1-6023b07ed9c9
703,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.013719499999864,460952.431174,526073.031567,20231208,1,137.195022583008,56.7524960148978,c40e4e7c-f8c4-4f2b-a743-92755f935144
704,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.013513737011988,460859.807537,526143.304932,20231208,1,135.137359619141,63.8696144795472,fb83a919-6fca-487d-8eb1-2ad418fa0b37
705,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.013144537121303,460973.135626,526079.289422,20231208,1,131.445373535156,52.9867592131583,5db6a30c-e34e-439a-ad34-8a0e64c56ebc
706,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.012441732500161,460377.145031,525714.353785,20231208,1,124.41731262207,47.6480634709741,f7e8079e-272f-43a0-93fd-9e8acdeea3ee
707,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.012336410034232,461825.776311,525496.011898,20231208,1,123.363998413086,51.0592205909446,ca65c056-ddc9-46a7-bb0e-dda50635d15b
708,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.011958364000338,460913.216951,526165.571423,20231208,1,119.583709716797,45.4982464505238,9d00838c-bd5a-42df-8189-e2c0a1d87cd2
709,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.011402182150741,459968.798515,525870.877606,20231208,1,114.021759033203,60.2797884752919,e18536ac-7254-4d3e-86f1-78ca2ca01513
710,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.010986000000323,459989.450974,525674.397052,20231208,1,109.859924316406,48.0743258453844,4b674486-fe00-48d7-8c4c-4297bdeb95c9
711,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.01072949850072,460795.668495,526018.368199,20231208,1,107.295059204102,54.4917656338546,cbd1273b-dfe9-4705-900a-2358fc305adb
712,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.010467598873403,460649.034986,525833.06438,20231208,1,104.675903320313,41.1416619462085,21e77c7e-1ff0-466a-b12a-10339c7b7862
713,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.010361158037587,461564.626812,525231.70957,20231208,1,103.611618041992,86.5259830592574,d5ea1c9e-0091-4388-8457-48b9dda472f6
714,Teesmouth and Cleveland Coast,UK11068,1253.75698938,NZ560269,456089.3504,526908.9281,54:38:03N,1:08:02W,,Listed,0,,0.009967499499892,460543.119624,525775.731048,20231208,1,99.6750946044922,60.310506465332,6439a51e-ee75-4b38-a1ff-b2413b639121
